,Company,TypeName,Inches,Screen Resolution,X_res,Y_res,Full HD,Quad HD+,4K Ultra HD,IPS,Touch Screen,CPU Name,CPU Freq (GHz),RAM (GB),HDD,SSD,Flash Storage,GPU,OS,Weight (kg),Price
1016,HP,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.43,inf
1017,Dell,2 in 1 Convertible,15.6,1920x1080,1920,1080,1,0,0,1,1,Intel Core i3,2.3,4,1000,0,0,Intel HD Graphics,Windows 10,2.08,inf
1018,Toshiba,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,8,0,256,0,Intel HD Graphics,Windows 10,1.2,inf
1019,HP,Notebook,13.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.11,inf
1020,HP,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,0,256,0,Nvidia GeForce MX,Windows 10,1.64,inf
1021,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.4,8,500,0,0,Intel HD Graphics,Windows 10,2.09,inf
1022,HP,Ultrabook,12.5,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,4,0,256,0,Intel HD Graphics,Windows 10,1.26,inf
1023,HP,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,4,500,0,0,Intel HD Graphics,Windows 10,2.31,inf
1024,HP,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,4,500,0,0,Intel HD Graphics,Windows 10,1.95,inf
1025,Dell,Ultrabook,13.3,3200x1800,3200,1800,0,0,1,0,1,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.29,inf
1026,HP,Notebook,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Nvidia GeForce MX,Windows 10,2.63,inf
1027,HP,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,4,0,256,0,Intel HD Graphics,Windows 10,1.64,inf
1028,Acer,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,AMD A-Series,3.0,6,1000,0,0,AMD Radeon,Windows 10,2.1,inf
1029,MSI,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.7,inf
1030,HP,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,8,0,256,0,Intel HD Graphics,Windows 7,1.95,inf
1031,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.84,inf
1032,HP,Ultrabook,12.5,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.26,inf
1033,HP,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,4,500,0,0,Intel HD Graphics,Windows 10,2.04,inf
1034,Toshiba,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.6,8,0,256,0,Intel HD Graphics,Windows 10,1.47,inf
1035,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.4,8,0,256,0,Intel HD Graphics,Windows 7,2.09,inf
1036,HP,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.64,inf
1037,Lenovo,2 in 1 Convertible,15.6,1920x1080,1920,1080,1,0,0,1,1,Intel Core i7,2.5,4,0,256,0,Intel HD Graphics,Windows 10,1.8,inf
1038,Vero,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Atom,1.44,2,0,0,32,Intel HD Graphics,Windows 10,1.45,inf
1039,Toshiba,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.5,16,0,256,0,Nvidia GeForce M,Windows 10,2.4,inf
1040,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,8,0,256,0,Intel HD Graphics,Windows 10,2.3,inf
1041,HP,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,4,500,0,0,Intel HD Graphics,Windows 10,1.54,inf
1042,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.4,8,500,256,0,Intel HD Graphics,Windows 10,1.84,inf
1043,HP,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,8,0,256,0,Intel HD Graphics,Windows 7,1.43,inf
1044,MSI,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,16,1000,256,0,Nvidia GeForce GTX,Windows 10,3.78,inf
1045,Lenovo,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.6,16,1000,128,0,Nvidia GeForce GTX,Windows 10,4.6,inf
1046,Asus,Netbook,11.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.6,4,0,0,16,Intel HD Graphics,Chrome OS,1.2,inf
1047,Lenovo,Notebook,14.0,2560x1440,2560,1440,0,1,0,1,0,Intel Core i7,2.6,16,0,256,0,Intel HD Graphics,Windows 7,1.1,inf
1048,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,8,1000,0,0,Nvidia GeForce MX,Windows 10,1.91,inf
1049,Dell,2 in 1 Convertible,15.6,1920x1080,1920,1080,1,0,0,1,1,Intel Core i5,2.7,8,0,256,0,Intel HD Graphics,Windows 10,2.3,inf
1050,HP,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,4,0,256,0,Intel HD Graphics,Windows 10,2.04,inf
1051,Dell,Ultrabook,13.3,3200x1800,3200,1800,0,0,1,0,1,Intel Core i7,2.7,16,0,1000,0,Intel HD Graphics,Windows 10,1.2,inf
1052,HP,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.3,4,500,0,0,Intel HD Graphics,Windows 10,2.31,inf
1053,HP,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,4,500,0,0,Intel HD Graphics,No OS,1.96,inf
1054,Acer,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,AMD A-Series,2.2,8,1000,0,0,AMD Radeon,Windows 10,2.4,inf
1055,Dell,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,1,1,Intel Core i7,2.7,12,0,256,0,Intel HD Graphics,Windows 10,1.6,inf
1056,MSI,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.6,16,1000,256,0,Nvidia GeForce GTX,Windows 10,2.94,inf
1057,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,0,256,0,Intel HD Graphics,Windows 10,2.04,inf
1058,Asus,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.6,16,1000,0,0,Nvidia GeForce GTX,No OS,4.0,inf
1059,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,4,1000,0,0,Intel HD Graphics,Windows 10,2.25,inf
1060,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,16,2000,0,0,AMD Radeon,Windows 10,2.32,inf
1061,MSI,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.6,16,1000,256,0,Nvidia GeForce GTX,Windows 10,1.8,inf
1062,Dell,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,0,256,0,Intel HD Graphics,Windows 10,1.29,inf
1063,Asus,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,64,0,1000,0,Nvidia GeForce GTX,Windows 10,3.58,inf
1064,Dell,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,0,1,Intel Core i7,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.62,inf
1065,Dell,Gaming,15.6,3840x2160,3840,2160,0,0,1,0,0,Intel Core i7,2.6,16,1000,256,0,Nvidia GeForce GTX,Windows 10,3.21,inf
1066,Apple,Ultrabook,12.0,2304x1440,2304,1440,0,1,0,1,0,Intel Core M,1.1,8,0,0,256,Intel HD Graphics,Mac X,0.92,inf
1067,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.3,4,500,0,0,Intel HD Graphics,Windows 10,2.06,inf
1068,HP,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.3,4,500,0,0,Intel HD Graphics,Windows 10,2.31,inf
1069,HP,Ultrabook,12.5,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,8,0,256,0,Intel HD Graphics,Windows 7,1.26,inf
1070,HP,Notebook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,0,256,0,Intel HD Graphics,Windows 10,1.49,inf
1071,Lenovo,Ultrabook,12.5,1920x1080,1920,1080,1,0,0,1,1,Intel Core i7,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.3,inf
1072,Lenovo,Notebook,17.3,1600x900,1600,900,1,0,0,0,0,Intel Core i5,2.3,8,1000,0,0,AMD Radeon,Windows 10,3.0,inf
1073,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.3,4,1000,0,0,Nvidia GeForce GTX,Windows 10,2.3,inf
1074,MSI,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,3.78,inf
1075,Lenovo,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.3,4,500,0,0,Intel HD Graphics,Windows 10,2.1,inf
1076,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,4,500,0,0,Intel HD Graphics,Windows 7,2.31,inf
1077,Lenovo,Ultrabook,12.5,2560x1440,2560,1440,0,1,0,1,1,Intel Core M,1.2,8,0,512,0,Intel HD Graphics,Windows 10,0.99,inf
1078,Lenovo,2 in 1 Convertible,10.1,1920x1200,1920,1200,0,1,0,1,1,Intel Atom,1.44,4,0,0,64,Intel HD Graphics,Windows 10,0.69,inf
1079,HP,Ultrabook,13.3,3840x2160,3840,2160,0,0,1,1,0,Intel Core i7,2.7,16,0,512,0,Intel HD Graphics,Windows 10,1.3,inf
1080,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,2.18,inf
1081,HP,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,4,500,0,0,Intel HD Graphics,Windows 7,1.54,inf
1082,HP,Workstation,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.5,8,0,256,0,AMD FirePro,Windows 7,1.9,inf
1083,Lenovo,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,8,0,180,0,Intel HD Graphics,Windows 7,1.7,inf
1084,HP,Notebook,13.3,3200x1800,3200,1800,0,0,1,0,0,Intel Processor,1.5,4,0,0,32,Intel HD Graphics,Chrome OS,1.29,inf
1085,Acer,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,AMD A-Series,2.2,4,500,0,0,AMD Radeon,Windows 10,2.4,inf
1086,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Pentium Quad,1.6,4,500,0,0,Intel HD Graphics,Linux,2.2,inf
1087,HP,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,1000,0,0,Intel HD Graphics,No OS,1.86,inf
1088,Asus,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,8,1000,256,0,Nvidia GeForce GTX,Windows 10,2.7,inf
1089,Dell,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,1.6,4,0,256,0,AMD Radeon,Windows 10,1.4,inf
1090,HP,Netbook,12.5,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.3,4,0,128,0,Intel HD Graphics,Windows 7,2.4,inf
1091,Acer,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,1000,256,0,Nvidia GeForce GTX,Windows 10,2.4,inf
1092,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,1000,0,0,AMD Radeon,Windows 10,2.36,inf
1093,MSI,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.6,8,0,256,0,Nvidia GeForce GTX,Windows 10,2.6,inf
1094,HP,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Pentium Quad,1.6,4,1000,0,0,Intel HD Graphics,Windows 10,1.96,inf
1095,Asus,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.6,16,1000,128,0,Nvidia GeForce GTX,Windows 10,4.3,inf
1096,Dell,Ultrabook,12.5,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.3,4,500,0,0,Intel HD Graphics,Windows 7,1.5,inf
1097,Dell,Ultrabook,12.5,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.3,4,0,128,0,Intel HD Graphics,Windows 7,1.5,inf
1098,Acer,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.5,4,0,16,0,Intel HD Graphics,Chrome OS,2.2,inf
1099,HP,Workstation,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.6,8,1000,0,0,AMD FirePro,Windows 7,3.0,inf
1100,Lenovo,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,0,512,0,Nvidia GeForce GTX,Windows 10,2.4,inf
1101,Dell,Ultrabook,12.5,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.3,8,0,256,0,Intel HD Graphics,Windows 7,1.5,inf
1102,MSI,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.6,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.9,inf
1103,Lenovo,2 in 1 Convertible,15.6,1920x1080,1920,1080,1,0,0,1,1,Intel Core i5,2.3,4,0,256,0,Intel HD Graphics,Windows 10,2.1,inf
1104,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,AMD A-Series,2.5,4,1000,0,0,AMD Radeon,Windows 10,2.1,inf
1105,Asus,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.6,16,1000,128,0,Nvidia GeForce GTX,Windows 10,2.59,inf
1106,HP,Notebook,13.3,3200x1800,3200,1800,0,0,1,0,1,Intel Core M,1.1,8,0,256,0,Intel HD Graphics,Windows 10,1.16,inf
1107,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.3,4,500,0,0,AMD Radeon,Windows 7,2.24,inf
1108,Lenovo,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,0,128,0,Intel HD Graphics,Windows 10,2.1,inf
1109,HP,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.5,8,0,512,0,Intel HD Graphics,Windows 10,1.16,inf
1110,Lenovo,2 in 1 Convertible,10.1,1920x1200,1920,1200,0,1,0,1,1,Intel Atom,1.44,4,0,0,64,Intel HD Graphics,Android,0.69,inf
1111,Dell,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.4,8,0,256,0,Intel Iris,Windows 10,1.23,inf
1112,Razer,Ultrabook,12.5,3840x2160,3840,2160,0,0,1,0,1,Intel Core i7,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.25,inf
1113,Toshiba,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,16,0,512,0,Intel HD Graphics,Windows 10,1.05,inf
1114,Asus,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.6,8,1000,128,0,Nvidia GeForce GTX,Windows 10,3.52,inf
1115,Vero,Notebook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Atom,1.44,4,0,0,32,Intel HD Graphics,Windows 10,1.35,inf
1116,HP,Notebook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,8,0,256,0,Intel HD Graphics,Windows 10,1.16,inf
1117,HP,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,8,0,256,0,Intel HD Graphics,Windows 7,1.43,inf
1118,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.3,4,500,0,0,Intel HD Graphics,Linux,2.09,inf
1119,Asus,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.4,4,1000,0,0,Intel HD Graphics,Windows 10,2.0,inf
1120,Lenovo,2 in 1 Convertible,14.0,1920x1080,1920,1080,1,0,0,1,1,Intel Core i7,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.8,inf
1121,Lenovo,2 in 1 Convertible,10.1,1920x1200,1920,1200,0,1,0,1,1,Intel Atom,1.44,4,0,0,64,Intel HD Graphics,Windows 10,0.69,inf
1122,HP,Ultrabook,12.5,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.4,8,0,256,0,Intel HD Graphics,Windows 7,1.26,inf
1123,Lenovo,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,1000,128,0,Nvidia GeForce GTX,No OS,2.4,inf
1124,HP,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.3,8,1000,128,0,Nvidia GeForce GTX,Windows 10,3.35,inf
1125,HP,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i7,2.7,8,2000,0,0,Intel HD Graphics,Windows 10,2.04,inf
1126,Lenovo,2 in 1 Convertible,14.0,1920x1080,1920,1080,1,0,0,1,1,Intel Core i7,2.6,8,0,512,0,Nvidia Quadro,Windows 7,1.8,inf
1127,Asus,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.1,4,0,0,32,Intel HD Graphics,Windows 10,1.5,inf
1128,HP,Ultrabook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,0,256,0,Intel HD Graphics,Windows 10,1.84,inf
1129,Acer,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,4,1000,0,0,Nvidia GeForce MX,Windows 10,2.23,inf
1130,HP,Workstation,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.6,8,0,256,0,Nvidia Quadro,Windows 7,3.0,inf
1131,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,8,1000,0,0,AMD Radeon,Windows 10,2.5,inf
1132,MSI,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,16,1000,256,0,Nvidia GeForce GTX,Windows 10,3.78,inf
1133,HP,Ultrabook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.5,8,0,256,0,Intel HD Graphics,Windows 7,1.88,inf
1134,Lenovo,2 in 1 Convertible,14.0,2560x1440,2560,1440,0,1,0,1,1,Intel Core i7,2.6,16,0,512,0,Intel HD Graphics,Windows 10,2.8,inf
1135,MSI,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.4,inf
1136,HP,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,0,1,Intel Core i5,2.4,8,0,256,0,Intel HD Graphics,Windows 10,1.48,inf
1137,HP,Workstation,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.6,8,0,256,0,Nvidia Quadro,Windows 7,2.59,inf
1138,HP,2 in 1 Convertible,13.3,2560x1440,2560,1440,0,1,0,0,1,Intel Core i7,2.6,8,0,256,0,Intel HD Graphics,Windows 10,1.48,inf
1139,HP,Workstation,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.6,8,0,256,0,Nvidia Quadro,Windows 7,2.0,inf
1140,HP,Ultrabook,12.5,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.5,8,0,256,0,Intel HD Graphics,Windows 7,1.26,inf
1141,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,0,256,0,Nvidia GeForce MX,Windows 10,2.18,inf
1142,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,8,0,256,0,Intel HD Graphics,Windows 7,1.88,inf
1143,Lenovo,2 in 1 Convertible,14.0,2560x1440,2560,1440,0,1,0,1,1,Intel Core i7,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.27,inf
1144,Lenovo,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,1000,0,0,Intel HD Graphics,No OS,1.9,inf
1145,HP,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,AMD E-Series,1.8,4,500,0,0,AMD Radeon,Windows 10,1.86,inf
1146,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,8,1000,0,0,AMD Radeon,No OS,2.32,inf
1147,Dell,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,1000,0,0,Nvidia GeForce GTX,Windows 10,2.62,inf
1148,Dell,Notebook,15.6,3840x2160,3840,2160,0,0,1,1,1,Intel Core i5,2.3,8,0,256,0,Nvidia GeForce M,Windows 10,2.04,inf
1149,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,AMD A-Series,2.5,4,0,256,0,AMD Radeon,Windows 10,1.91,inf
1150,MSI,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,2.7,inf
1151,Lenovo,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.6,12,0,512,0,Intel HD Graphics,Windows 7,1.4,inf
1152,HP,2 in 1 Convertible,13.3,2560x1440,2560,1440,0,1,0,0,1,Intel Core i7,2.6,8,0,512,0,Intel HD Graphics,Windows 10,1.48,inf
1153,Lenovo,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.6,8,0,256,0,Intel HD Graphics,Windows 7,1.7,inf
1154,MSI,Gaming,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.6,16,1000,256,0,Nvidia GeForce GTX,Windows 10,1.7,inf
1155,HP,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,8,1000,0,0,Nvidia GeForce GTX,Windows 10,2.62,inf
1156,Lenovo,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,8,1000,0,0,Intel HD Graphics,Windows 10,2.2,inf
1157,HP,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.3,4,500,0,0,Intel HD Graphics,No OS,2.1,inf
1158,Dell,Gaming,15.6,3840x2160,3840,2160,0,0,1,0,0,Intel Core i7,2.8,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.62,inf
1159,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.95,inf
1160,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i3,2.0,4,1000,0,0,Nvidia GeForce MX,Windows 10,2.2,inf
1161,HP,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.6,2,0,0,32,Intel HD Graphics,Windows 10,1.44,inf
1162,MSI,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,8,1000,0,0,Nvidia GeForce GTX,Windows 10,2.2,inf
1163,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.96,inf
1164,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,1.8,16,0,512,0,Intel UHD Graphics,Windows 10,2.1,inf
1165,Asus,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.6,4,500,0,0,Intel HD Graphics,Windows 10,2.2,inf
1166,Lenovo,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.3,4,500,0,0,Intel HD Graphics,No OS,2.1,inf
1167,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,1000,0,0,Nvidia GeForce MX,No OS,2.2,inf
1168,Asus,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i3,2.4,4,0,256,0,Intel HD Graphics,Windows 10,2.0,inf
1169,Lenovo,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.6,16,0,512,0,Nvidia GeForce GTX,Windows 10,3.31,inf
1170,MSI,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.6,16,1000,128,0,Nvidia GeForce GTX,Windows 10,1.91,inf
1171,HP,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.3,4,500,0,0,Intel HD Graphics,Windows 10,2.07,inf
1172,Lenovo,2 in 1 Convertible,14.0,2560x1440,2560,1440,0,1,0,1,1,Intel Core i5,2.3,8,0,256,0,Intel HD Graphics,Windows 10,1.36,inf
1173,Lenovo,Ultrabook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,6,0,256,0,Nvidia GeForce M,Windows 10,1.54,inf
1174,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,0,256,0,Nvidia GeForce GTX,Linux,1.98,inf
1175,Acer,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,2.0,4,500,0,0,Intel HD Graphics,Windows 10,2.1,inf
1176,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.6,6,1000,0,0,Nvidia GeForce GTX,Windows 10,2.18,inf
1177,Asus,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.6,8,1000,256,0,Nvidia GeForce GTX,Windows 10,2.591,inf
1178,Dell,2 in 1 Convertible,15.6,1920x1080,1920,1080,1,0,0,0,1,Intel Core i7,2.7,16,0,512,0,Intel HD Graphics,Windows 10,2.09,inf
1179,Acer,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,4,0,256,0,Nvidia GeForce MX,Windows 10,2.23,inf
1180,Dell,Ultrabook,13.3,3200x1800,3200,1800,0,0,1,0,1,Intel Core i5,2.4,8,0,256,0,Intel HD Graphics,Linux,1.23,inf
1181,Acer,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,4.2,inf
1182,Lenovo,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,1000,0,0,Nvidia GeForce GTX,Windows 10,2.4,inf
1183,Samsung,2 in 1 Convertible,12.3,2400x1600,2400,1600,0,1,0,1,1,Samsung Cortex,2.0,4,0,0,32,ARM Mali T860,Chrome OS,1.15,inf
